institution.displayName,institution.schoolType,institution.aliasNames,institution.state,institution.city,institution.zip,institution.region,institution.isPublic,institution.institutionalControl,institution.primaryPhotoCardThumb,ranking.displayRank,ranking.sortRank,ranking.isTied,searchData.actAvg.rawValue,searchData.percentReceivingAid.rawValue,searchData.acceptanceRate.rawValue,searchData.tuition.rawValue,searchData.hsGpaAvg.rawValue,searchData.engineeringRepScore.rawValue,searchData.parentRank.rawValue,searchData.enrollment.rawValue,searchData.businessRepScore.rawValue,searchData.satAvg.rawValue,searchData.costAfterAid.rawValue,searchData.testAvgs.displayValue.0.value,searchData.testAvgs.displayValue.1.value
University of South Carolina,national-universities,USC,SC,Columbia,29208,,True,public,,#124,124,True,27,5,64,33928,3.6,2.5,,27343,3.4,1180,46917.0,1180-1380,27-32
University of South Carolina Aiken,regional-universities-south,University of South Carolina Aiken,SC,Aiken,29801,south,True,public,,#59,59,True,18,41,76,21218,,2.0,,3145,2.0,950,26933.0,950-1180,18-24
University of South Carolina Beaufort,regional-colleges-south,University of South Carolina Beaufort,SC,Bluffton,29909,south,True,public,,#44,44,True,18,,80,21776,3.1,,,2053,,930,,930-1160,18-25
University of South Carolina Upstate,regional-colleges-south,University of South Carolina Upstate,SC,Spartanburg,29303,south,True,public,,#22,22,True,20,,79,23260,2.4,,,4458,2.0,950,,950-1150,20-25
University of South Dakota,national-universities,,SD,Vermillion,57069,,True,public,,#269,269,True,19,,99,12942,3.5,,,7132,2.3,1020,,1020-1300,19-25
University of Southern California,national-universities,USC Southern Cal,CA,Los Angeles,90089,,True,private,,#28,28,True,32,38,12,68237,3.8,3.7,,20699,4.2,1450,39884.0,1450-1550,32-35
University of Southern Indiana,regional-universities-midwest,,IN,Evansville,47712,midwest,True,public,,#76,76,True,21,49,94,21788,3.5,2.3,,5539,2.0,1030,20451.0,1030-1240,21-26
University of Southern Maine,regional-universities-north,USM,ME,Portland,04104,north,True,public,,#144,144,True,19,,87,26470,,2.3,,5956,2.1,995,,995-1230,19-24
University of Southern Mississippi,national-universities,,MS,Hattiesburg,39406,,True,public,,#352,352,True,19,,99,11618,3.4,< 2.0,,10258,2.3,,,N/A,19-27
University of South Florida,national-universities,,FL,Tampa,33620,,True,public,,#89,89,True,24,24,44,17324,,2.5,,38046,2.8,1140,24113.0,1140-1330,24-29
University of St. Francis,national-universities,University of St Francis University of Saint Francis,IL,Joliet,60435,,True,private,,#280,280,True,22,,58,37000,3.5,,,1417,,980,,980-1180,22-30
University of St. Thomas (MN),national-universities,University of St Thomas University of Saint Thomas,MN,St. Paul,55105,,True,private,,#163,163,True,21,55,78,52284,3.7,3.2,,5942,2.7,1120,36009.0,1120-1350,21-28
University of St. Thomas (TX),national-universities,University of St Thomas University of Saint Thomas,TX,Houston,77006,,True,private,,#216,216,True,24,57,97,33660,3.6,,,2729,2.1,1010,22783.0,1010-1300,24-29
University of Tampa,regional-universities-south,,FL,Tampa,33606,south,True,private,,#16,16,True,22,47,26,33424,3.5,,,9602,2.7,1080,39178.0,1080-1280,22-28
University of Tennessee at Chattanooga,national-universities,University of Tennessee Chattanooga,TN,Chattanooga,37403,,True,public,,#345,345,True,20,,83,25966,3.6,< 2.0,,9884,2.5,1023,,1023-1210,20-26
University of Tennessee at Martin,regional-universities-south,University of Tennessee Martin,TN,Martin,38238,south,True,public,,#27,27,True,19,34,88,15952,3.6,2.4,,6170,2.0,1020,22982.0,1020-1240,19-25
University of Tennessee Health Sciences Center,special-focus-research,,TN,Memphis,38163,,True,public,,Unranked,-2,False,,,,20425,,,,264,,,,N/A,N/A
"University of Tennessee, Knoxville",national-universities,,TN,Knoxville,37996,,True,public,,#105,105,True,25,57,68,31434,3.7,3.0,,27039,3.5,1170,41319.0,1170-1330,25-31
University of Tennessee Southern,regional-colleges-south,,TN,Pulaski,38478,south,True,public,,#47,47,True,19,,80,10200,3.5,,,896,,1025,,1025-1160,19-23
The University of Texas at Arlington,national-universities,UT Arlington University of Texas Arlington,TX,Arlington,76019,,True,public,,#236,236,True,18,,81,29660,,2.5,,30791,2.8,1000,,1000-1240,18-26
University of Texas at Austin,national-universities,UT Austin University of Texas Austin,TX,Austin,78705,,True,public,,#32,32,False,29,14,31,41070,,4.2,,41309,4.4,,51601.0,N/A,29-34
The University of Texas at Dallas,national-universities,University of Texas Dallas,TX,Richardson,75080,,True,public,,#115,115,True,24,26,85,44812,,2.8,,21617,3.4,1170,47420.0,1170-1430,24-32
The University of Texas at El Paso,national-universities,UTEP University of Texas El Paso,TX,El Paso,79968,,True,public,,#304,304,True,16,,100,24952,3.3,2.2,,20165,2.4,870,,870-1090,16-22
University of Texas at San Antonio,national-universities,University of Texas San Antonio,TX,San Antonio,78249,,True,public,,#280,280,True,19,,87,26798,,2.2,,29654,2.6,1010,,1010-1220,19-26
The University of Texas at Tyler,national-universities,University of Texas Tyler,TX,Tyler,75799,,True,public,,#361,361,True,19,,94,25198,3.4,2.7,,6971,2.0,1000,,1000-1220,19-24
University of Texas Health Science Center--Houston,special-focus-research,University of Texas Health Science Center Houston,TX,Houston,77225,,True,public,,Unranked,-2,False,,,,37872,,,,685,,,,N/A,N/A
University of Texas Health Science Center--San Antonio,special-focus-research,University of Texas Health Science Center San Antonio,TX,San Antonio,78284,,True,public,,Unranked,-2,False,,,,22277,,,,787,,,,N/A,N/A
University of Texas Medical Branch--Galveston,special-focus-research,University of Texas Medical Branch Galveston,TX,Galveston,77555,,True,public,,Unranked,-2,False,,,,24213,,,,672,,,,N/A,N/A
University of Texas Permian Basin,regional-universities-west,,TX,Odessa,79762,west,True,public,,#52,52,True,16,3,95,23212,3.4,2.1,,4640,< 2.0,910,33285.0,910-1090,16-21
University of Texas Rio Grande Valley,national-universities,,TX,Edinburg,78539,,True,public,,#227,227,True,16,,87,19333,,2.6,,26434,2.1,910,,910-1120,16-22
University of the Arts,specialty-arts,UArts,PA,Philadelphia,19102,,True,private,,Unranked,-2,False,,,80,51130,,,,1170,,,,N/A,N/A
University of the Cumberlands,national-universities,,KY,Williamsburg,40769,,True,private,,#395-435,-1,False,16,,83,9875,3.4,,,5174,,980,,980-1160,16-23
University of the District of Columbia,regional-universities-north,UDC,DC,Washington,20008,north,True,public,,#148,148,True,,,61,18260,,2.6,,3061,,,,N/A,N/A
University of the Incarnate Word,national-universities,,TX,San Antonio,78209,,True,private,,#296,296,True,15,,93,35660,3.5,,,4724,,910,,910-1140,15-23
University of the Ozarks,regional-colleges-south,,AR,Clarksville,72830,south,True,private,,#7,7,False,19,86,60,25950,3.4,,,784,,960,15055.0,960-1150,19-24
University of the Pacific,national-universities,,CA,Stockton,95211,,True,private,,#142,142,True,25,68,93,55340,3.6,3.0,,3294,2.3,1120,34278.0,1120-1423,25-33
University of the Potomac,specialty-business,,DC,Washington,20005,,True,proprietary,,Unranked,-2,False,,,,6660,,,,171,,,,N/A,N/A
The University of the South,national-liberal-arts-colleges,Sewanee University of the South Sewanee University of the South,TN,Sewanee,37383,,True,private,,#51,51,True,27,49,52,53704,,,,1613,,1233,30127.0,1233-1380,27-32
University of the Southwest,regional-universities-west,,NM,Hobbs,88240,west,True,private,,#105-115,-1,False,,,,17200,,,,414,,,,N/A,N/A
University of the Virgin Islands,regional-universities-south,,VI,St. Thomas,00802,south,True,public,,#73,73,True,21,,97,15520,3.1,,,1378,,800,,800-990,21-23
University of the West,national-liberal-arts-colleges,,CA,Rosemead,91770,,True,private,,Unranked,-2,False,,,,14018,,,,77,,,,N/A,N/A
University of Toledo,national-universities,,OH,Toledo,43606,,True,public,,#280,280,True,21,,92,21280,3.5,2.1,,11965,2.3,1060,,1060-1280,21-28
University of Tulsa,national-universities,,OK,Tulsa,74104,,True,private,,#195,195,True,21,56,69,48102,3.6,2.0,,2647,2.5,1070,35904.0,1070-1350,21-30
University of Utah,national-universities,,UT,Salt Lake City,84112,,True,public,,#115,115,True,22,5,89,33045,3.7,2.9,,26355,3.5,1190,33999.0,1190-1390,22-29
University of Valley Forge,regional-colleges-north,,PA,Phoenixville,19460,north,True,private,,#36,36,True,17,,82,23750,3.4,,,508,,930,,930-1135,17-21
University of Vermont,national-universities,UVM,VT,Burlington,05405,,True,public,,#133,133,True,28,47,60,43890,3.8,2.3,,11898,2.7,1260,38891.0,1260-1430,28-32
University of Virginia,national-universities,UVA,VA,Charlottesville,22904,,True,public,,#24,24,True,32,30,19,58950,,3.4,,17496,4.1,1400,29528.0,1400-1540,32-34
University of Virginia--Wise,national-liberal-arts-colleges,University of Virginia Wise,VA,Wise,24293,,True,public,,#165,165,True,19,,76,31546,3.5,< 2.0,,1737,,915,,915-1160,19-25
University of Washington,national-universities,,WA,Seattle,98195,,True,public,,#40,40,True,29,,48,41997,3.8,3.7,,36872,3.9,1300,,1300-1520,29-34
University of Washington Bothell,regional-universities-west,,WA,Bothell,,west,True,public,,Unranked,-2,False,,,83,40722,,2.4,,5454,2.2,,,N/A,N/A
University of Washington Tacoma,regional-universities-west,,WA,Tacoma,,west,True,public,,#13,13,False,19,,88,42171,3.4,2.5,,4090,2.3,980,,980-1240,19-24
University of West Alabama,regional-universities-south,,AL,Livingston,35470,south,True,public,,#79,79,True,17,,69,20090,,,,2427,,,,N/A,17-21
University of West Florida,regional-universities-south,,FL,Pensacola,32514,south,True,public,,#27,27,True,21,6,48,18628,3.7,2.2,,9305,2.1,1020,28005.0,1020-1190,21-26
University of West Georgia,national-universities,,GA,Carrollton,30118,,True,public,,#382,382,True,17,,80,20852,3.4,,,8687,2.0,930,,930-1140,17-22
University of Wisconsin--Eau Claire,regional-universities-midwest,University of Wisconsin Eau Claire,WI,Eau Claire,54701,midwest,True,public,,#21,21,True,21,24,85,17487,3.6,2.5,,8923,2.2,1100,24280.0,1100-1310,21-27
University of Wisconsin--Green Bay,regional-universities-midwest,University of Wisconsin Green Bay,WI,Green Bay,54311,midwest,True,public,,#66,66,False,18,,91,16091,,,,9257,,,,N/A,18-25
University of Wisconsin--La Crosse,national-universities,University of Wisconsin La Crosse,WI,La Crosse,54601,,True,public,,#249,249,True,21,,82,18814,3.6,,,9352,2.1,1115,,1115-1290,21-26
University of Wisconsin--Madison,national-universities,University of Wisconsin Madison,WI,Madison,53706,,True,public,,#35,35,True,28,16,49,40603,3.8,3.9,,37230,3.9,1350,32529.0,1350-1510,28-33
University of Wisconsin--Milwaukee,national-universities,University of Wisconsin Milwaukee,WI,Milwaukee,53201,,True,public,,#332,332,True,18,,95,21514,3.2,2.3,,18751,2.8,,,N/A,18-25
University of Wisconsin--Oshkosh,national-universities,University of Wisconsin Oshkosh,WI,Oshkosh,54901,,True,public,,#332,332,True,18,,89,15368,3.2,,,11773,2.0,,,N/A,18-23
University of Wisconsin--Parkside,regional-universities-midwest,University of Wisconsin Parkside,WI,Kenosha,53141,midwest,True,public,,#103,103,True,17,,90,16489,3.2,,,3255,< 2.0,,,N/A,17-24
University of Wisconsin--Platteville,regional-universities-midwest,University of Wisconsin Platteville,WI,Platteville,53818,midwest,True,public,,#60,60,True,20,,88,16800,,3.0,,6266,,,,N/A,20-26
University of Wisconsin--River Falls,regional-universities-midwest,University of Wisconsin River Falls,WI,River Falls,54022,midwest,True,public,,#60,60,True,18,,85,16128,3.4,< 2.0,,4772,< 2.0,,,N/A,18-25
University of Wisconsin--Stevens Point,regional-universities-midwest,University of Wisconsin Stevens Point,WI,Stevens Point,54481,midwest,True,public,,#47,47,True,19,38,89,17854,3.5,2.2,,7313,2.0,1040,23370.0,1040-1220,19-25
University of Wisconsin--Stout,regional-universities-midwest,University of Wisconsin Stout,WI,Menomonie,54751,midwest,True,public,,#67,67,True,19,6,85,18706,3.4,2.4,,6246,,1096,24570.0,1096-1263,19-26
University of Wisconsin--Superior,regional-universities-midwest,University of Wisconsin Superior,WI,Superior,54880,midwest,True,public,,#124,124,True,17,,83,16400,3.3,,,2206,,1110,,1110-1270,17-23
University of Wisconsin--Whitewater,regional-universities-midwest,University of Wisconsin Whitewater,WI,Whitewater,53190,midwest,True,public,,#43,43,True,18,10,93,17810,3.3,,,9375,2.2,950,23782.0,950-1180,18-24
University of Wyoming,national-universities,,WY,Laramie,82071,,True,public,,#216,216,True,20,22,96,22718,3.5,2.1,,8518,2.6,1030,33302.0,1030-1240,20-27
Upper Iowa University,regional-universities-midwest,,IA,Fayette,52142,midwest,True,private,,#149-164,-1,False,17,,65,33639,,,,2510,,855,,855-1065,17-24
Ursinus College,national-liberal-arts-colleges,,PA,Collegeville,19426,,True,private,,#86,86,True,28,71,82,59176,3.6,,,1527,,1180,35726.0,1180-1380,28-32
Ursuline College,regional-universities-midwest,,OH,Pepper Pike,44124,midwest,True,private,,#88,88,True,19,,85,37860,3.6,,,625,,1056,,1056-1155,19-26
Utah State University,national-universities,,UT,Logan,84322,,True,public,,#269,269,True,20,,94,24802,3.6,2.4,,24835,2.7,1050,,1050-1320,20-27
Utah Tech University,regional-colleges-west,,UT,Saint George,84770,west,True,public,,#32,32,True,18,,97,17644,3.4,,,12481,,871,,871-1198,18-24
Utah Valley University,regional-universities-west,,UT,Orem,84058,west,True,public,,#104,104,False,,,,17830,,2.2,,40542,< 2.0,,,N/A,N/A
Utica University,regional-universities-north,,NY,Utica,13502,north,True,private,,#64,64,True,23,67,81,25468,3.3,,,2678,,1084,33515.0,1084-1250,23-32
Valdosta State University,national-universities,,GA,Valdosta,31698,,True,public,,#395-435,-1,False,17,,91,17062,3.3,,,7589,2.0,950,,950-1130,17-22
Valencia College,regional-colleges-south,,FL,Orlando,32835,south,True,public,,Unranked,-2,False,,,,9383,,,,43599,,,,N/A,N/A
Valley City State University,regional-colleges-midwest,,ND,Valley City,58072,midwest,True,public,,#29,29,True,17,31,85,13478,3.4,,,1521,,,21475.0,N/A,17-23
Valparaiso University,national-universities,Valpo,IN,Valparaiso,46383,,True,private,,#201,201,True,27,74,94,46588,3.7,3.5,,2349,2.5,1140,31724.0,1140-1360,27-30
Vanderbilt University,national-universities,,TN,Nashville,37240,,True,private,,#18,18,True,34,47,7,63946,3.9,3.4,,7151,,1490,20947.0,1490-1570,34-35
VanderCook College of Music,special-focus,,IL,Chicago,60616,,True,private,,Unranked,-2,False,,,100,29800,,,,88,,,,N/A,N/A
Vanguard University of Southern California,regional-universities-west,,CA,Costa Mesa,92626,west,True,private,,#44,44,True,21,76,75,39950,3.4,,,1958,,1140,26666.0,1140,21-28
Vassar College,national-liberal-arts-colleges,,NY,Poughkeepsie,12604,,True,private,,#16,16,True,32,52,19,67805,,,,2459,,1430,29397.0,1430-1535,32-34
Vaughn College of Aeronautics and Technology,regional-colleges-north,,NY,Flushing,11369,north,True,private,,#16,16,True,25,,75,26550,2.7,2.1,,1175,,832,,832-1110,25-26
Vermont State University,regional-universities-north,,VT,Johnson,05656,north,True,public,,#151-167,-1,False,,,75,26892,,,,1495,,,,N/A,N/A
Villa Maria College,regional-colleges-north,,NY,Buffalo,14225,north,True,private,,#41-44,-1,False,,,76,26960,,,,452,,800,,800-1110,N/A
Villanova University,national-universities,,PA,Villanova,19085,,True,private,,#67,67,True,32,41,23,64906,3.9,2.5,,6989,3.3,1380,40902.0,1380-1500,32-34
Vincennes University,regional-colleges-midwest,,IN,Vincennes,47591,midwest,True,public,,#68-74,-1,False,,,,15253,,,,16389,,,,N/A,N/A
Virginia Commonwealth University,national-universities,VCU,VA,Richmond,23284,,True,public,,#142,142,True,22,41,91,38247,3.7,2.4,,20958,2.9,1030,34528.0,1030-1290,22-30
Virginia Military Institute,national-liberal-arts-colleges,,VA,Lexington,24450,,True,public,,#63,63,True,22,,71,49722,3.7,3.2,,1512,2.3,1105,,1105-1300,22-29
Virginia State University,regional-universities-south,,VA,Petersburg,23806,south,True,public,,#41,41,True,15,80,96,21253,,2.5,,4242,< 2.0,830,26227.0,830-1040,15-21
Virginia Tech,national-universities,,VA,Blacksburg,24061,,True,public,,#47,47,True,26,23,57,36090,,4.0,,30434,3.4,1220,45553.0,1220-1420,26-32
Virginia Union University,national-liberal-arts-colleges,,VA,Richmond,23220,,True,private,,#186-204,-1,False,14,,81,14230,2.6,,,1318,,813,,813-990,14-24
Virginia Wesleyan University,national-liberal-arts-colleges,,VA,Virginia Beach,23455,,True,private,,#174,174,True,27,,81,36960,3.3,,,1479,,1150,,1150-1380,27-31
Viterbo University,regional-universities-midwest,,WI,La Crosse,54601,midwest,True,private,,#74,74,True,22,73,72,32350,3.5,,,1385,,1060,27157.0,1060-1240,22-27
Voorhees University,regional-colleges-south,,SC,Denmark,29042,south,True,private,,#52,52,True,,,,12630,3,,,473,,,,N/A,N/A
Wabash College,national-liberal-arts-colleges,,IN,Crawfordsville,47933,,True,private,,#59,59,True,22,68,61,49125,3.6,,,835,,1122,25956.0,1122-1320,22-30
Wade College,regional-colleges-west,,TX,Dallas,75207,west,True,proprietary,,Unranked,-2,False,,,,17132,,,,216,,,,N/A,N/A
Wagner College,regional-universities-north,,NY,Staten Island,10301,north,True,private,,#69,69,True,24,63,69,52000,3.6,,,1591,,1090,42107.0,1090-1290,24-29
Wake Forest University,national-universities,,NC,Winston-Salem,27109,,True,private,,#47,47,True,31,23,21,64758,,3.5,,5447,3.5,1380,32944.0,1380-1510,31-34
Waldorf University,regional-universities-midwest,,IA,Forest City,50436,midwest,True,proprietary,,#149-164,-1,False,,,72,24526,,,,2088,,,,N/A,N/A
Walla Walla University,regional-universities-west,,WA,College Place,99324,west,True,private,,#54,54,False,19,46,65,33027,3.5,2.1,,1314,,1030,37081.0,1030-1240,19-26
Walsh College,specialty-business,,MI,Troy,48083,,True,private,,Unranked,-2,False,,,,20757,,,,578,,,,N/A,N/A
Walsh University,national-universities,,OH,North Canton,44720,,True,private,,#352,352,True,20,,72,34595,,,,1558,,1030,,1030-1320,20-26
Warner Pacific University,regional-colleges-west,,OR,Portland,97215,west,True,private,,#11,11,True,,65,76,21010,,,,406,,,23338.0,N/A,N/A
Warner University,regional-universities-south,,FL,Lake Wales,33859,south,True,private,,#104,104,True,15,,53,28044,,,,782,,830,,830-1070,15-23
Warren Wilson College,national-liberal-arts-colleges,,NC,Asheville,28815,,True,private,,#186-204,-1,False,24,,84,40290,,,,723,,,,N/A,24-30
Wartburg College,national-liberal-arts-colleges,,IA,Waverly,50677,,True,private,,#156,156,True,19,,97,51040,3.6,,,1416,,970,,970-1120,19-25
